DESCRIPTION,household_key,CAMPAIGN,START_DAY,END_DAY
TypeA,27,13,8/14/2020,9/17/2019
TypeA,26,13,8/14/2020,9/17/2019
TypeA,25,13,8/14/2020,9/17/2019
TypeA,23,13,8/14/2020,9/17/2019
TypeA,22,13,8/14/2020,9/17/2019
TypeA,20,13,8/14/2020,9/17/2019
TypeA,19,13,8/14/2020,9/17/2019
TypeA,18,13,8/14/2020,9/17/2019
TypeA,17,13,8/14/2020,9/17/2019
TypeA,88,13,8/14/2020,9/17/2019
TypeA,85,13,8/14/2020,9/17/2019
TypeA,81,13,8/14/2020,9/17/2019
TypeA,80,13,8/14/2020,9/17/2019
TypeA,78,13,8/14/2020,9/17/2019
TypeA,74,13,8/14/2020,9/17/2019
TypeA,73,13,8/14/2020,9/17/2019
TypeA,72,13,8/14/2020,9/17/2019
TypeA,52,13,8/14/2020,9/17/2019
TypeA,51,13,8/14/2020,9/17/2019
TypeA,49,13,8/14/2020,9/17/2019
TypeA,47,13,8/14/2020,9/17/2019
TypeA,40,13,8/14/2020,9/17/2019
TypeA,39,13,8/14/2020,9/17/2019
TypeA,36,13,8/14/2020,9/17/2019
TypeA,32,13,8/14/2020,9/17/2019
TypeA,28,13,8/14/2020,9/17/2019
TypeA,358,13,8/14/2020,9/17/2019
TypeA,356,13,8/14/2020,9/17/2019
TypeA,354,13,8/14/2020,9/17/2019
TypeA,353,13,8/14/2020,9/17/2019
TypeA,351,13,8/14/2020,9/17/2019
TypeA,348,13,8/14/2020,9/17/2019
TypeA,346,13,8/14/2020,9/17/2019
TypeA,345,13,8/14/2020,9/17/2019
TypeA,343,13,8/14/2020,9/17/2019
TypeA,338,13,8/14/2020,9/17/2019
TypeA,334,13,8/14/2020,9/17/2019
TypeA,332,13,8/14/2020,9/17/2019
TypeA,329,13,8/14/2020,9/17/2019
TypeA,324,13,8/14/2020,9/17/2019
TypeA,322,13,8/14/2020,9/17/2019
TypeA,321,13,8/14/2020,9/17/2019
TypeA,319,13,8/14/2020,9/17/2019
TypeA,318,13,8/14/2020,9/17/2019
TypeA,317,13,8/14/2020,9/17/2019
TypeA,312,13,8/14/2020,9/17/2019
TypeA,307,13,8/14/2020,9/17/2019
TypeA,306,13,8/14/2020,9/17/2019
TypeA,305,13,8/14/2020,9/17/2019
TypeA,304,13,8/14/2020,9/17/2019
TypeA,303,13,8/14/2020,9/17/2019
TypeA,300,13,8/14/2020,9/17/2019
TypeA,297,13,8/14/2020,9/17/2019
TypeA,294,13,8/14/2020,9/17/2019
TypeA,293,13,8/14/2020,9/17/2019
TypeA,290,13,8/14/2020,9/17/2019
TypeA,289,13,8/14/2020,9/17/2019
TypeA,288,13,8/14/2020,9/17/2019
TypeA,287,13,8/14/2020,9/17/2019
TypeA,282,13,8/14/2020,9/17/2019
TypeA,281,13,8/14/2020,9/17/2019
TypeA,276,13,8/14/2020,9/17/2019
TypeA,275,13,8/14/2020,9/17/2019
TypeA,273,13,8/14/2020,9/17/2019
TypeA,271,13,8/14/2020,9/17/2019
TypeA,266,13,8/14/2020,9/17/2019
TypeA,265,13,8/14/2020,9/17/2019
TypeA,263,13,8/14/2020,9/17/2019
TypeA,262,13,8/14/2020,9/17/2019
TypeA,258,13,8/14/2020,9/17/2019
TypeA,257,13,8/14/2020,9/17/2019
TypeA,256,13,8/14/2020,9/17/2019
TypeA,253,13,8/14/2020,9/17/2019
TypeA,249,13,8/14/2020,9/17/2019
TypeA,243,13,8/14/2020,9/17/2019
TypeA,242,13,8/14/2020,9/17/2019
TypeA,239,13,8/14/2020,9/17/2019
TypeA,235,13,8/14/2020,9/17/2019
TypeA,232,13,8/14/2020,9/17/2019
TypeA,230,13,8/14/2020,9/17/2019
TypeA,228,13,8/14/2020,9/17/2019
TypeA,223,13,8/14/2020,9/17/2019
TypeA,222,13,8/14/2020,9/17/2019
TypeA,221,13,8/14/2020,9/17/2019
TypeA,220,13,8/14/2020,9/17/2019
TypeA,219,13,8/14/2020,9/17/2019
TypeA,218,13,8/14/2020,9/17/2019
TypeA,216,13,8/14/2020,9/17/2019
TypeA,215,13,8/14/2020,9/17/2019
TypeA,214,13,8/14/2020,9/17/2019
TypeA,211,13,8/14/2020,9/17/2019
TypeA,210,13,8/14/2020,9/17/2019
TypeA,209,13,8/14/2020,9/17/2019
TypeA,208,13,8/14/2020,9/17/2019
TypeA,205,13,8/14/2020,9/17/2019
TypeA,198,13,8/14/2020,9/17/2019
TypeA,196,13,8/14/2020,9/17/2019
TypeA,195,13,8/14/2020,9/17/2019
TypeA,193,13,8/14/2020,9/17/2019
TypeA,2500,13,8/14/2020,9/17/2019
TypeA,2498,13,8/14/2020,9/17/2019
TypeA,2497,13,8/14/2020,9/17/2019
TypeA,2496,13,8/14/2020,9/17/2019
TypeA,2489,13,8/14/2020,9/17/2019
TypeA,2488,13,8/14/2020,9/17/2019
TypeA,2485,13,8/14/2020,9/17/2019
TypeA,2484,13,8/14/2020,9/17/2019
TypeA,2482,13,8/14/2020,9/17/2019
TypeA,2481,13,8/14/2020,9/17/2019
TypeA,2479,13,8/14/2020,9/17/2019
TypeA,2478,13,8/14/2020,9/17/2019
TypeA,2475,13,8/14/2020,9/17/2019
TypeA,2468,13,8/14/2020,9/17/2019
TypeA,2467,13,8/14/2020,9/17/2019
TypeA,2462,13,8/14/2020,9/17/2019
TypeA,2459,13,8/14/2020,9/17/2019
TypeA,2455,13,8/14/2020,9/17/2019
TypeA,2453,13,8/14/2020,9/17/2019
TypeA,2452,13,8/14/2020,9/17/2019
TypeA,2451,13,8/14/2020,9/17/2019
TypeA,2447,13,8/14/2020,9/17/2019
TypeA,2446,13,8/14/2020,9/17/2019
TypeA,2445,13,8/14/2020,9/17/2019
TypeA,2443,13,8/14/2020,9/17/2019
TypeA,2441,13,8/14/2020,9/17/2019
TypeA,2438,13,8/14/2020,9/17/2019
TypeA,2437,13,8/14/2020,9/17/2019
TypeA,2432,13,8/14/2020,9/17/2019
TypeA,2430,13,8/14/2020,9/17/2019
TypeA,2427,13,8/14/2020,9/17/2019
TypeA,2426,13,8/14/2020,9/17/2019
TypeA,2425,13,8/14/2020,9/17/2019
TypeA,2424,13,8/14/2020,9/17/2019
TypeA,2423,13,8/14/2020,9/17/2019
TypeA,2421,13,8/14/2020,9/17/2019
TypeA,2420,13,8/14/2020,9/17/2019
TypeA,2416,13,8/14/2020,9/17/2019
TypeA,2412,13,8/14/2020,9/17/2019
TypeA,2411,13,8/14/2020,9/17/2019
TypeA,2410,13,8/14/2020,9/17/2019
TypeA,2407,13,8/14/2020,9/17/2019
TypeA,2406,13,8/14/2020,9/17/2019
TypeA,2405,13,8/14/2020,9/17/2019
TypeA,2395,13,8/14/2020,9/17/2019
TypeA,2381,13,8/14/2020,9/17/2019
TypeA,2380,13,8/14/2020,9/17/2019
TypeA,2378,13,8/14/2020,9/17/2019
TypeA,2376,13,8/14/2020,9/17/2019
TypeA,2375,13,8/14/2020,9/17/2019
TypeA,2374,13,8/14/2020,9/17/2019
TypeA,2372,13,8/14/2020,9/17/2019
TypeA,2371,13,8/14/2020,9/17/2019
TypeA,2370,13,8/14/2020,9/17/2019
TypeA,2367,13,8/14/2020,9/17/2019
TypeA,2366,13,8/14/2020,9/17/2019
TypeA,2364,13,8/14/2020,9/17/2019
TypeA,2361,13,8/14/2020,9/17/2019
TypeA,2360,13,8/14/2020,9/17/2019
TypeA,2359,13,8/14/2020,9/17/2019
TypeA,2358,13,8/14/2020,9/17/2019
TypeA,2356,13,8/14/2020,9/17/2019
TypeA,2354,13,8/14/2020,9/17/2019
TypeA,2351,13,8/14/2020,9/17/2019
TypeA,2350,13,8/14/2020,9/17/2019
TypeA,2345,13,8/14/2020,9/17/2019
TypeA,2344,13,8/14/2020,9/17/2019
TypeA,2343,13,8/14/2020,9/17/2019
TypeA,2341,13,8/14/2020,9/17/2019
TypeA,2337,13,8/14/2020,9/17/2019
TypeA,2334,13,8/14/2020,9/17/2019
TypeA,2331,13,8/14/2020,9/17/2019
TypeA,2330,13,8/14/2020,9/17/2019
TypeA,2329,13,8/14/2020,9/17/2019
TypeA,2328,13,8/14/2020,9/17/2019
TypeA,2324,13,8/14/2020,9/17/2019
TypeA,2322,13,8/14/2020,9/17/2019
TypeA,2319,13,8/14/2020,9/17/2019
TypeA,2318,13,8/14/2020,9/17/2019
TypeA,2317,13,8/14/2020,9/17/2019
TypeA,2314,13,8/14/2020,9/17/2019
TypeA,2312,13,8/14/2020,9/17/2019
TypeA,2307,13,8/14/2020,9/17/2019
TypeA,2305,13,8/14/2020,9/17/2019
TypeA,2303,13,8/14/2020,9/17/2019
TypeA,2302,13,8/14/2020,9/17/2019
TypeA,2301,13,8/14/2020,9/17/2019
TypeA,2300,13,8/14/2020,9/17/2019
TypeA,2298,13,8/14/2020,9/17/2019
TypeA,2296,13,8/14/2020,9/17/2019
TypeA,2295,13,8/14/2020,9/17/2019
TypeA,2294,13,8/14/2020,9/17/2019
TypeA,2288,13,8/14/2020,9/17/2019
TypeA,2284,13,8/14/2020,9/17/2019
TypeA,2280,13,8/14/2020,9/17/2019
TypeA,2277,13,8/14/2020,9/17/2019
TypeA,2270,13,8/14/2020,9/17/2019
TypeA,2269,13,8/14/2020,9/17/2019
TypeA,2266,13,8/14/2020,9/17/2019
TypeA,2264,13,8/14/2020,9/17/2019
TypeA,2263,13,8/14/2020,9/17/2019
TypeA,2262,13,8/14/2020,9/17/2019
TypeA,2261,13,8/14/2020,9/17/2019
TypeA,2260,13,8/14/2020,9/17/2019
TypeA,2245,13,8/14/2020,9/17/2019
TypeA,2244,13,8/14/2020,9/17/2019
TypeA,2238,13,8/14/2020,9/17/2019
TypeA,2237,13,8/14/2020,9/17/2019
TypeA,2236,13,8/14/2020,9/17/2019
TypeA,2235,13,8/14/2020,9/17/2019
TypeA,2234,13,8/14/2020,9/17/2019
TypeA,2233,13,8/14/2020,9/17/2019
TypeA,2231,13,8/14/2020,9/17/2019
TypeA,2228,13,8/14/2020,9/17/2019
TypeA,2226,13,8/14/2020,9/17/2019
TypeA,2225,13,8/14/2020,9/17/2019
TypeA,2224,13,8/14/2020,9/17/2019
TypeA,2223,13,8/14/2020,9/17/2019
TypeA,2221,13,8/14/2020,9/17/2019
TypeA,2217,13,8/14/2020,9/17/2019
TypeA,2215,13,8/14/2020,9/17/2019
TypeA,2211,13,8/14/2020,9/17/2019
TypeA,2209,13,8/14/2020,9/17/2019
TypeA,2208,13,8/14/2020,9/17/2019
TypeA,2205,13,8/14/2020,9/17/2019
TypeA,2204,13,8/14/2020,9/17/2019
TypeA,2203,13,8/14/2020,9/17/2019
TypeA,2200,13,8/14/2020,9/17/2019
TypeA,2199,13,8/14/2020,9/17/2019
TypeA,2198,13,8/14/2020,9/17/2019
TypeA,2194,13,8/14/2020,9/17/2019
TypeA,2193,13,8/14/2020,9/17/2019
TypeA,2190,13,8/14/2020,9/17/2019
TypeA,2188,13,8/14/2020,9/17/2019
TypeA,2185,13,8/14/2020,9/17/2019
TypeA,2184,13,8/14/2020,9/17/2019
TypeA,2183,13,8/14/2020,9/17/2019
TypeA,2182,13,8/14/2020,9/17/2019
TypeA,2178,13,8/14/2020,9/17/2019
TypeA,2176,13,8/14/2020,9/17/2019
TypeA,2171,13,8/14/2020,9/17/2019
TypeA,2170,13,8/14/2020,9/17/2019
TypeA,2168,13,8/14/2020,9/17/2019
TypeA,2167,13,8/14/2020,9/17/2019
TypeA,2164,13,8/14/2020,9/17/2019
TypeA,2162,13,8/14/2020,9/17/2019
TypeA,2156,13,8/14/2020,9/17/2019
TypeA,2154,13,8/14/2020,9/17/2019
TypeA,2149,13,8/14/2020,9/17/2019
TypeA,2148,13,8/14/2020,9/17/2019
TypeA,2147,13,8/14/2020,9/17/2019
TypeA,2142,13,8/14/2020,9/17/2019
TypeA,2141,13,8/14/2020,9/17/2019
TypeA,2139,13,8/14/2020,9/17/2019
TypeA,2138,13,8/14/2020,9/17/2019
TypeA,2137,13,8/14/2020,9/17/2019
TypeA,2134,13,8/14/2020,9/17/2019
TypeA,2133,13,8/14/2020,9/17/2019
TypeA,2131,13,8/14/2020,9/17/2019
TypeA,2130,13,8/14/2020,9/17/2019
TypeA,2129,13,8/14/2020,9/17/2019
TypeA,2128,13,8/14/2020,9/17/2019
TypeA,2124,13,8/14/2020,9/17/2019
TypeA,2123,13,8/14/2020,9/17/2019
TypeA,2121,13,8/14/2020,9/17/2019
TypeA,2117,13,8/14/2020,9/17/2019
TypeA,2115,13,8/14/2020,9/17/2019
TypeA,2114,13,8/14/2020,9/17/2019
TypeA,2112,13,8/14/2020,9/17/2019
TypeA,2111,13,8/14/2020,9/17/2019
TypeA,2110,13,8/14/2020,9/17/2019
TypeA,2109,13,8/14/2020,9/17/2019
TypeA,2107,13,8/14/2020,9/17/2019
TypeA,2100,13,8/14/2020,9/17/2019
TypeA,2097,13,8/14/2020,9/17/2019
TypeA,2095,13,8/14/2020,9/17/2019
TypeA,2092,13,8/14/2020,9/17/2019
TypeA,2088,13,8/14/2020,9/17/2019
TypeA,2087,13,8/14/2020,9/17/2019
TypeA,2086,13,8/14/2020,9/17/2019
TypeA,2085,13,8/14/2020,9/17/2019
TypeA,2084,13,8/14/2020,9/17/2019
TypeA,2083,13,8/14/2020,9/17/2019
TypeA,2082,13,8/14/2020,9/17/2019
TypeA,2080,13,8/14/2020,9/17/2019
TypeA,2079,13,8/14/2020,9/17/2019
TypeA,2078,13,8/14/2020,9/17/2019
TypeA,2076,13,8/14/2020,9/17/2019
TypeA,2071,13,8/14/2020,9/17/2019
TypeA,2070,13,8/14/2020,9/17/2019
TypeA,2069,13,8/14/2020,9/17/2019
TypeA,2068,13,8/14/2020,9/17/2019
TypeA,2066,13,8/14/2020,9/17/2019
TypeA,2064,13,8/14/2020,9/17/2019
TypeA,2062,13,8/14/2020,9/17/2019
TypeA,2058,13,8/14/2020,9/17/2019
TypeA,2057,13,8/14/2020,9/17/2019
TypeA,2055,13,8/14/2020,9/17/2019
TypeA,2053,13,8/14/2020,9/17/2019
TypeA,2051,13,8/14/2020,9/17/2019
TypeA,2050,13,8/14/2020,9/17/2019
TypeA,2047,13,8/14/2020,9/17/2019
TypeA,2044,13,8/14/2020,9/17/2019
TypeA,2041,13,8/14/2020,9/17/2019
TypeA,2037,13,8/14/2020,9/17/2019
TypeA,2027,13,8/14/2020,9/17/2019
TypeA,2020,13,8/14/2020,9/17/2019
TypeA,2019,13,8/14/2020,9/17/2019
TypeA,2017,13,8/14/2020,9/17/2019
TypeA,2016,13,8/14/2020,9/17/2019
TypeA,2015,13,8/14/2020,9/17/2019
TypeA,2012,13,8/14/2020,9/17/2019
TypeA,2011,13,8/14/2020,9/17/2019
TypeA,2007,13,8/14/2020,9/17/2019
TypeA,2006,13,8/14/2020,9/17/2019
TypeA,2004,13,8/14/2020,9/17/2019
TypeA,1998,13,8/14/2020,9/17/2019
TypeA,1997,13,8/14/2020,9/17/2019
TypeA,1996,13,8/14/2020,9/17/2019
TypeA,1995,13,8/14/2020,9/17/2019
TypeA,1993,13,8/14/2020,9/17/2019
TypeA,1990,13,8/14/2020,9/17/2019
TypeA,1985,13,8/14/2020,9/17/2019
TypeA,1982,13,8/14/2020,9/17/2019
TypeA,1979,13,8/14/2020,9/17/2019
TypeA,1978,13,8/14/2020,9/17/2019
TypeA,1976,13,8/14/2020,9/17/2019
TypeA,1975,13,8/14/2020,9/17/2019
TypeA,1974,13,8/14/2020,9/17/2019
TypeA,1972,13,8/14/2020,9/17/2019
TypeA,1971,13,8/14/2020,9/17/2019
TypeA,1969,13,8/14/2020,9/17/2019
TypeA,1968,13,8/14/2020,9/17/2019
TypeA,1966,13,8/14/2020,9/17/2019
TypeA,1965,13,8/14/2020,9/17/2019
TypeA,1959,13,8/14/2020,9/17/2019
TypeA,1955,13,8/14/2020,9/17/2019
TypeA,1954,13,8/14/2020,9/17/2019
TypeA,1953,13,8/14/2020,9/17/2019
TypeA,1947,13,8/14/2020,9/17/2019
TypeA,1944,13,8/14/2020,9/17/2019
TypeA,1943,13,8/14/2020,9/17/2019
TypeA,1942,13,8/14/2020,9/17/2019
TypeA,1941,13,8/14/2020,9/17/2019
TypeA,1940,13,8/14/2020,9/17/2019
TypeA,1937,13,8/14/2020,9/17/2019
TypeA,1936,13,8/14/2020,9/17/2019
TypeA,1935,13,8/14/2020,9/17/2019
TypeA,1931,13,8/14/2020,9/17/2019
TypeA,1930,13,8/14/2020,9/17/2019
TypeA,1928,13,8/14/2020,9/17/2019
TypeA,1927,13,8/14/2020,9/17/2019
TypeA,1925,13,8/14/2020,9/17/2019
TypeA,1924,13,8/14/2020,9/17/2019
TypeA,1923,13,8/14/2020,9/17/2019
TypeA,1922,13,8/14/2020,9/17/2019
TypeA,1920,13,8/14/2020,9/17/2019
TypeA,1918,13,8/14/2020,9/17/2019
TypeA,1917,13,8/14/2020,9/17/2019
TypeA,1916,13,8/14/2020,9/17/2019
TypeA,1914,13,8/14/2020,9/17/2019
TypeA,1912,13,8/14/2020,9/17/2019
TypeA,1911,13,8/14/2020,9/17/2019
TypeA,1907,13,8/14/2020,9/17/2019
TypeA,1906,13,8/14/2020,9/17/2019
TypeA,1901,13,8/14/2020,9/17/2019
TypeA,1900,13,8/14/2020,9/17/2019
TypeA,1892,13,8/14/2020,9/17/2019
TypeA,1887,13,8/14/2020,9/17/2019
TypeA,1883,13,8/14/2020,9/17/2019
TypeA,1881,13,8/14/2020,9/17/2019
TypeA,1879,13,8/14/2020,9/17/2019
TypeA,1873,13,8/14/2020,9/17/2019
TypeA,1872,13,8/14/2020,9/17/2019
TypeA,1869,13,8/14/2020,9/17/2019
TypeA,1865,13,8/14/2020,9/17/2019
TypeA,1864,13,8/14/2020,9/17/2019
TypeA,1862,13,8/14/2020,9/17/2019
TypeA,1861,13,8/14/2020,9/17/2019
TypeA,1856,13,8/14/2020,9/17/2019
TypeA,1854,13,8/14/2020,9/17/2019
TypeA,1852,13,8/14/2020,9/17/2019
TypeA,1849,13,8/14/2020,9/17/2019
TypeA,1848,13,8/14/2020,9/17/2019
TypeA,1845,13,8/14/2020,9/17/2019
TypeA,1836,13,8/14/2020,9/17/2019
TypeA,1835,13,8/14/2020,9/17/2019
TypeA,1834,13,8/14/2020,9/17/2019
TypeA,1833,13,8/14/2020,9/17/2019
TypeA,1831,13,8/14/2020,9/17/2019
TypeA,1829,13,8/14/2020,9/17/2019
TypeA,1828,13,8/14/2020,9/17/2019
TypeA,1824,13,8/14/2020,9/17/2019
TypeA,1823,13,8/14/2020,9/17/2019
TypeA,1822,13,8/14/2020,9/17/2019
TypeA,1821,13,8/14/2020,9/17/2019
TypeA,1820,13,8/14/2020,9/17/2019
TypeA,1816,13,8/14/2020,9/17/2019
TypeA,1810,13,8/14/2020,9/17/2019
TypeA,1808,13,8/14/2020,9/17/2019
TypeA,1807,13,8/14/2020,9/17/2019
TypeA,1806,13,8/14/2020,9/17/2019
TypeA,1804,13,8/14/2020,9/17/2019
TypeA,1803,13,8/14/2020,9/17/2019
TypeA,1802,13,8/14/2020,9/17/2019
TypeA,1798,13,8/14/2020,9/17/2019
TypeA,1797,13,8/14/2020,9/17/2019
TypeA,1795,13,8/14/2020,9/17/2019
TypeA,1794,13,8/14/2020,9/17/2019
TypeA,1791,13,8/14/2020,9/17/2019
TypeA,1788,13,8/14/2020,9/17/2019
TypeA,1781,13,8/14/2020,9/17/2019
TypeA,1779,13,8/14/2020,9/17/2019
TypeA,1778,13,8/14/2020,9/17/2019
TypeA,1776,13,8/14/2020,9/17/2019
TypeA,1774,13,8/14/2020,9/17/2019
TypeA,1772,13,8/14/2020,9/17/2019
TypeA,1769,13,8/14/2020,9/17/2019
TypeA,1768,13,8/14/2020,9/17/2019
TypeA,1767,13,8/14/2020,9/17/2019
TypeA,1764,13,8/14/2020,9/17/2019
TypeA,1763,13,8/14/2020,9/17/2019
TypeA,1762,13,8/14/2020,9/17/2019
TypeA,1759,13,8/14/2020,9/17/2019
TypeA,1754,13,8/14/2020,9/17/2019
TypeA,1753,13,8/14/2020,9/17/2019
TypeA,1752,13,8/14/2020,9/17/2019
TypeA,1751,13,8/14/2020,9/17/2019
TypeA,1749,13,8/14/2020,9/17/2019
TypeA,1747,13,8/14/2020,9/17/2019
TypeA,1745,13,8/14/2020,9/17/2019
TypeA,1742,13,8/14/2020,9/17/2019
TypeA,1740,13,8/14/2020,9/17/2019
TypeA,1735,13,8/14/2020,9/17/2019
TypeA,1732,13,8/14/2020,9/17/2019
TypeA,1731,13,8/14/2020,9/17/2019
TypeA,1729,13,8/14/2020,9/17/2019
TypeA,1726,13,8/14/2020,9/17/2019
TypeA,1723,13,8/14/2020,9/17/2019
TypeA,1722,13,8/14/2020,9/17/2019
TypeA,1720,13,8/14/2020,9/17/2019
TypeA,1716,13,8/14/2020,9/17/2019
TypeA,1710,13,8/14/2020,9/17/2019
TypeA,1709,13,8/14/2020,9/17/2019
TypeA,1708,13,8/14/2020,9/17/2019
TypeA,1707,13,8/14/2020,9/17/2019
TypeA,1705,13,8/14/2020,9/17/2019
TypeA,1703,13,8/14/2020,9/17/2019
TypeA,1696,13,8/14/2020,9/17/2019
TypeA,1695,13,8/14/2020,9/17/2019
TypeA,1694,13,8/14/2020,9/17/2019
TypeA,1693,13,8/14/2020,9/17/2019
TypeA,1692,13,8/14/2020,9/17/2019
TypeA,1689,13,8/14/2020,9/17/2019
TypeA,1687,13,8/14/2020,9/17/2019
TypeA,1685,13,8/14/2020,9/17/2019
TypeA,1681,13,8/14/2020,9/17/2019
TypeA,1678,13,8/14/2020,9/17/2019
TypeA,1677,13,8/14/2020,9/17/2019
TypeA,1676,13,8/14/2020,9/17/2019
TypeA,1675,13,8/14/2020,9/17/2019
TypeA,1673,13,8/14/2020,9/17/2019
TypeA,1672,13,8/14/2020,9/17/2019
TypeA,1662,13,8/14/2020,9/17/2019
TypeA,1660,13,8/14/2020,9/17/2019
TypeA,1659,13,8/14/2020,9/17/2019
TypeA,1653,13,8/14/2020,9/17/2019
TypeA,1648,13,8/14/2020,9/17/2019
TypeA,1646,13,8/14/2020,9/17/2019
TypeA,1642,13,8/14/2020,9/17/2019
TypeA,1640,13,8/14/2020,9/17/2019
TypeA,1639,13,8/14/2020,9/17/2019
TypeA,1633,13,8/14/2020,9/17/2019
TypeA,1631,13,8/14/2020,9/17/2019
TypeA,1630,13,8/14/2020,9/17/2019
TypeA,1620,13,8/14/2020,9/17/2019
TypeA,1619,13,8/14/2020,9/17/2019
TypeA,1618,13,8/14/2020,9/17/2019
TypeA,1617,13,8/14/2020,9/17/2019
TypeA,1613,13,8/14/2020,9/17/2019
TypeA,1609,13,8/14/2020,9/17/2019
TypeA,1607,13,8/14/2020,9/17/2019
TypeA,1604,13,8/14/2020,9/17/2019
TypeA,1602,13,8/14/2020,9/17/2019
TypeA,1599,13,8/14/2020,9/17/2019
TypeA,1598,13,8/14/2020,9/17/2019
TypeA,1595,13,8/14/2020,9/17/2019
TypeA,1590,13,8/14/2020,9/17/2019
TypeA,1588,13,8/14/2020,9/17/2019
TypeA,1587,13,8/14/2020,9/17/2019
TypeA,1586,13,8/14/2020,9/17/2019
TypeA,1585,13,8/14/2020,9/17/2019
TypeA,1584,13,8/14/2020,9/17/2019
TypeA,1579,13,8/14/2020,9/17/2019
TypeA,1578,13,8/14/2020,9/17/2019
TypeA,1577,13,8/14/2020,9/17/2019
TypeA,1568,13,8/14/2020,9/17/2019
TypeA,1567,13,8/14/2020,9/17/2019
TypeA,1563,13,8/14/2020,9/17/2019
TypeA,1558,13,8/14/2020,9/17/2019
TypeA,1557,13,8/14/2020,9/17/2019
TypeA,1556,13,8/14/2020,9/17/2019
TypeA,1549,13,8/14/2020,9/17/2019
TypeA,1548,13,8/14/2020,9/17/2019
TypeA,1547,13,8/14/2020,9/17/2019
TypeA,1546,13,8/14/2020,9/17/2019
TypeA,1545,13,8/14/2020,9/17/2019
TypeA,1544,13,8/14/2020,9/17/2019
TypeA,1542,13,8/14/2020,9/17/2019
TypeA,1541,13,8/14/2020,9/17/2019
TypeA,1540,13,8/14/2020,9/17/2019
TypeA,1537,13,8/14/2020,9/17/2019
TypeA,1536,13,8/14/2020,9/17/2019
TypeA,1535,13,8/14/2020,9/17/2019
TypeA,1534,13,8/14/2020,9/17/2019
TypeA,1529,13,8/14/2020,9/17/2019
TypeA,1528,13,8/14/2020,9/17/2019
TypeA,1527,13,8/14/2020,9/17/2019
TypeA,1526,13,8/14/2020,9/17/2019
TypeA,1520,13,8/14/2020,9/17/2019
TypeA,1517,13,8/14/2020,9/17/2019
TypeA,1515,13,8/14/2020,9/17/2019
TypeA,1511,13,8/14/2020,9/17/2019
TypeA,1510,13,8/14/2020,9/17/2019
TypeA,1509,13,8/14/2020,9/17/2019
TypeA,1508,13,8/14/2020,9/17/2019
TypeA,1506,13,8/14/2020,9/17/2019
TypeA,1505,13,8/14/2020,9/17/2019
TypeA,1501,13,8/14/2020,9/17/2019
TypeA,1494,13,8/14/2020,9/17/2019
TypeA,1492,13,8/14/2020,9/17/2019
TypeA,1491,13,8/14/2020,9/17/2019
TypeA,1490,13,8/14/2020,9/17/2019
TypeA,1489,13,8/14/2020,9/17/2019
TypeA,1488,13,8/14/2020,9/17/2019
TypeA,1485,13,8/14/2020,9/17/2019
TypeA,1483,13,8/14/2020,9/17/2019
TypeA,1481,13,8/14/2020,9/17/2019
TypeA,1476,13,8/14/2020,9/17/2019
TypeA,1475,13,8/14/2020,9/17/2019
TypeA,1473,13,8/14/2020,9/17/2019
TypeA,1470,13,8/14/2020,9/17/2019
TypeA,1467,13,8/14/2020,9/17/2019
TypeA,1463,13,8/14/2020,9/17/2019
TypeA,1462,13,8/14/2020,9/17/2019
TypeA,1461,13,8/14/2020,9/17/2019
TypeA,1459,13,8/14/2020,9/17/2019
TypeA,1458,13,8/14/2020,9/17/2019
TypeA,1456,13,8/14/2020,9/17/2019
TypeA,1454,13,8/14/2020,9/17/2019
TypeA,1453,13,8/14/2020,9/17/2019
TypeA,1452,13,8/14/2020,9/17/2019
TypeA,1446,13,8/14/2020,9/17/2019
TypeA,1445,13,8/14/2020,9/17/2019
TypeA,1434,13,8/14/2020,9/17/2019
TypeA,1431,13,8/14/2020,9/17/2019
TypeA,1425,13,8/14/2020,9/17/2019
TypeA,1423,13,8/14/2020,9/17/2019
TypeA,1421,13,8/14/2020,9/17/2019
TypeA,1420,13,8/14/2020,9/17/2019
TypeA,1418,13,8/14/2020,9/17/2019
TypeA,1412,13,8/14/2020,9/17/2019
TypeA,1409,13,8/14/2020,9/17/2019
TypeA,1406,13,8/14/2020,9/17/2019
TypeA,1403,13,8/14/2020,9/17/2019
TypeA,1402,13,8/14/2020,9/17/2019
TypeA,1397,13,8/14/2020,9/17/2019
TypeA,1396,13,8/14/2020,9/17/2019
TypeA,1394,13,8/14/2020,9/17/2019
TypeA,1393,13,8/14/2020,9/17/2019
TypeA,1392,13,8/14/2020,9/17/2019
TypeA,1391,13,8/14/2020,9/17/2019
TypeA,1389,13,8/14/2020,9/17/2019
TypeA,1388,13,8/14/2020,9/17/2019
TypeA,1385,13,8/14/2020,9/17/2019
TypeA,1383,13,8/14/2020,9/17/2019
TypeA,1382,13,8/14/2020,9/17/2019
TypeA,1379,13,8/14/2020,9/17/2019
TypeA,1378,13,8/14/2020,9/17/2019
TypeA,1376,13,8/14/2020,9/17/2019
TypeA,1375,13,8/14/2020,9/17/2019
TypeA,1374,13,8/14/2020,9/17/2019
TypeA,1370,13,8/14/2020,9/17/2019
TypeA,1369,13,8/14/2020,9/17/2019
TypeA,1367,13,8/14/2020,9/17/2019
TypeA,1366,13,8/14/2020,9/17/2019
TypeA,1364,13,8/14/2020,9/17/2019
